AREA,MAJORAXIS,MINORAXIS,ECCENTRICITY,EQDIASQ,PERIMETER,SOLIDITY,ROUNDNESS,SHAPEFACTOR,COMPACTNESS,EXTENT
185,105.4908447265625,46.690162658691406,1.4376531839370728,235.54930114746094,201.29652404785156,0.08730532974004745,0.021166658028960228,0.05737319961190224,0.14548766613006592,0.06673881411552429
155,93.99554443359375,39.49038314819336,1.1799854040145874,197.3521270751953,177.7818145751953,0.0960346981883049,0.02233712561428547,0.06162641569972038,0.14945609867572784,0.06064162775874138
160,103.5868148803711,45.35072708129883,0.8390201330184937,203.71832275390625,192.30874633789062,0.08060453087091446,0.018985459581017494,0.05436655133962631,0.13778774440288544,0.04385964944958687
167,107.58562469482422,46.677791595458984,0.9493874311447144,212.63099670410156,201.37982177734375,0.07825679332017899,0.018370376899838448,0.05174810439348221,0.13553737103939056,0.04217171669006348
168,113.03475189208984,42.354888916015625,0.6873447299003601,213.90423583984375,204.6935272216797,0.08119864761829376,0.016741540282964706,0.05038611590862274,0.12938910722732544,0.039436619728803635
176,99.62767791748047,41.832794189453125,-1.4680695533752441,224.09014892578125,190.22544860839844,0.09638553857803345,0.022576820105314255,0.06112027168273926,0.15025585889816284,0.07333333045244217
158,99.66960144042969,38.636932373046875,0.5033287405967712,201.17184448242188,185.580810546875,0.09360189735889435,0.020250780507922173,0.05765019729733467,0.14230524003505707,0.05057618394494057
155,94.5522689819336,28.266847610473633,0.3782256245613098,197.3521270751953,178.6102294921875,0.12062256783246994,0.022074857726693153,0.06105608120560646,0.14857609570026398,0.05979938432574272
154,101.5138168334961,40.977752685546875,0.8326533436775208,196.07888793945312,187.13717651367188,0.08641975373029709,0.019027449190616608,0.05525994300842285,0.13794001936912537,0.0436507947742939
176,108.6438217163086,43.73785400390625,0.43648889660835266,224.09014892578125,203.58079528808594,0.08606357127428055,0.018985092639923096,0.053364064544439316,0.137786403298378,0.05053115263581276
163,95.9156494140625,40.10129165649414,-1.2588649988174438,207.5380401611328,182.7107391357422,0.09690844267606735,0.022558944299817085,0.061357732862234116,0.15019634366035461,0.06379647552967072
151,89.79789733886719,43.051029205322266,1.212790608406067,192.25917053222656,172.12493896484375,0.09090909361839294,0.02384266071021557,0.06404706090688705,0.1544106900691986,0.06344538182020187
190,108.36492156982422,53.047603607177734,1.4738010168075562,241.91549682617188,210.3675994873047,0.07717303186655045,0.020600903779268265,0.05395177751779556,0.14353014528751373,0.060664113610982895
173,98.15648651123047,32.483192443847656,-1.496968388557434,220.2704315185547,183.8406524658203,0.11681296676397324,0.022862209007143974,0.06432396918535233,0.15120254456996918,0.09829545766115189
181,103.05802154541016,45.34012222290039,0.06023184210062027,230.4563446044922,197.63966369628906,0.08889980614185333,0.02169826813042164,0.058229122310876846,0.14730332791805267,0.07034590095281601
167,107.36099243164062,48.029998779296875,0.7980270385742188,212.63099670410156,203.03668212890625,0.07580571621656418,0.018447332084178925,0.05090697854757309,0.13582095503807068,0.04014423117041588
167,98.11122131347656,47.94289016723633,1.269736886024475,212.63099670410156,189.7818145751953,0.0827552005648613,0.022089669480919838,0.05826626345515251,0.1486259400844574,0.059388335794210434
168,91.99877166748047,43.066402435302734,-0.49657976627349854,213.90423583984375,176.4092559814453,0.09784507751464844,0.0252729132771492,0.06783851981163025,0.1589745730161667,0.05618729069828987
193,107.1302719116211,52.09128952026367,1.564449429512024,245.7352294921875,210.95338439941406,0.07939119637012482,0.021411297842860222,0.054499708116054535,0.1463260054588318,0.06487394869327545
153,100.51005554199219,35.65021896362305,0.945482611656189,194.80564880371094,185.72296142578125,0.09514925628900528,0.019283350557088852,0.05574039742350578,0.13886450231075287,0.04477611929178238
170,104.8595199584961,42.707340240478516,1.131596326828003,216.45071411132812,197.58082580566406,0.08717948943376541,0.019685357809066772,0.05472290888428688,0.14030452072620392,0.05068574845790863
166,107.00447082519531,45.91651916503906,0.9774147868156433,211.35775756835938,199.13717651367188,0.07912297546863556,0.01845926232635975,0.0526033379137516,0.13586486876010895,0.0437302440404892
170,109.23831176757812,39.72615051269531,0.9762696027755737,216.45071411132812,203.96560668945312,0.08776458352804184,0.0181388221681118,0.05135052651166916,0.13468044996261597,0.04254254326224327
163,104.87813568115234,44.138702392578125,0.9658105969429016,207.5380401611328,195.13719177246094,0.08166332542896271,0.018868083134293556,0.05379195883870125,0.13736113905906677,0.04393531009554863
154,100.19338989257812,37.18449401855469,0.9115003943443298,196.07888793945312,186.30874633789062,0.0941895991563797,0.01953226700425148,0.0557524673640728,0.1397578865289688,0.04456018656492233
178,104.4378433227539,49.69536590576172,1.2721729278564453,226.63662719726562,203.92396545410156,0.07964205741882324,0.020778506994247437,0.05378898233175278,0.14414751529693604,0.05294467508792877
189,104.84114074707031,40.630462646484375,-1.4760487079620361,240.6422576904297,199.63966369628906,0.09813084453344345,0.021893158555030823,0.05959063023328781,0.14796337485313416,0.07411764562129974
174,102.03296661376953,42.49947738647461,1.317616581916809,221.54367065429688,194.1249542236328,0.09167544543743134,0.021280327811837196,0.058022499084472656,0.14587779343128204,0.06509539484977722
181,102.59622192382812,48.43982696533203,-0.1937999278306961,230.4563446044922,196.12496948242188,0.08521657437086105,0.021894043311476707,0.059132013469934464,0.14796635508537292,0.06464285403490067
180,108.99441528320312,51.18717956542969,0.4121677279472351,229.18310546875,208.40924072265625,0.07550335675477982,0.019291860982775688,0.05207730084657669,0.13889513909816742,0.04878048598766327
187,111.00239562988281,44.33036804199219,0.31094712018966675,238.0957794189453,211.43865966796875,0.08701721578836441,0.019323553889989853,0.05256330594420433,0.13900919258594513,0.055754322558641434
188,107.27995300292969,45.899810791015625,0.05518502742052078,239.3690185546875,204.8112335205078,0.08780943602323532,0.020798441022634506,0.05631968379020691,0.1442166566848755,0.07203064858913422
195,110.67997741699219,44.4278450012207,-1.4565562009811401,248.28170776367188,209.63966369628906,0.09048724174499512,0.020267799496650696,0.055756766349077225,0.14236502349376678,0.07067777961492538
170,98.15106201171875,43.5011100769043,1.4079424142837524,216.45071411132812,189.05386352539062,0.09219089150428772,0.022468239068984985,0.0597706064581871,0.1498941034078598,0.0694160908460617
171,115.44830322265625,43.63486099243164,0.8427201509475708,217.7239532470703,211.1788330078125,0.07872927933931351,0.01633545197546482,0.04818426072597504,0.12781020998954773,0.03705308958888054
166,92.88432312011719,40.089019775390625,-1.0996334552764893,211.35775756835938,176.75238037109375,0.10240592062473297,0.02449815534055233,0.06677092611789703,0.1565188616514206,0.0576188825070858
166,106.30378723144531,44.270267486572266,0.5839371681213379,211.35775756835938,198.30873107910156,0.08205635100603104,0.018703408539295197,0.05304376035928726,0.1367603987455368,0.04433760792016983
187,101.97718811035156,44.00021743774414,-0.4562497138977051,238.0957794189453,193.23768615722656,0.09624292701482773,0.022895263507962227,0.06293146312236786,0.15131181478500366,0.05493536964058876
159,89.84065246582031,35.831199645996094,1.5371304750442505,202.44508361816406,171.4975128173828,0.11064717918634415,0.02508195862174034,0.06793465465307236,0.15837284922599792,0.09075342118740082
189,99.13346862792969,38.36604690551758,-0.6288484334945679,240.6422576904297,189.03668212890625,0.11098062247037888,0.024486761540174484,0.0664629265666008,0.15648245811462402,0.05113636329770088
169,97.0393295288086,39.09910583496094,-1.405969500541687,215.17747497558594,183.98280334472656,0.10119760781526566,0.02285079099237919,0.06273964792490005,0.15116478502750397,0.07568293809890747
165,99.74044036865234,44.506370544433594,1.1597169637680054,210.0845184326172,189.4386749267578,0.08643268793821335,0.021117938682436943,0.05777720361948013,0.1453201174736023,0.05574324354529381
176,103.64131164550781,40.94095993041992,-0.3144785761833191,224.09014892578125,196.61024475097656,0.09356725215911865,0.020862050354480743,0.057215042412281036,0.1444370150566101,0.05945945903658867
159,105.34896087646484,37.41524124145508,0.6316273808479309,202.44508361816406,192.7940216064453,0.09212051331996918,0.018240919336676598,0.05375512316823006,0.1350589543581009,0.042673107236623764
187,109.49962615966797,49.40442657470703,1.28921639919281,238.0957794189453,210.26712036132812,0.08001711964607239,0.019857587292790413,0.05315067246556282,0.14091694355010986,0.054999999701976776
195,110.46080780029297,44.84104537963867,-0.45768114924430847,248.28170776367188,209.48033142089844,0.08940853178501129,0.020348308607935905,0.05584162101149559,0.14264748990535736,0.049744896590709686
162,103.6375503540039,46.96416091918945,1.0038484334945679,206.26480102539062,192.30874633789062,0.07883211970329285,0.01920396275818348,0.05504613369703293,0.1385783702135086,0.04591836780309677
184,105.24785614013672,46.90682601928711,1.4400608539581299,234.27606201171875,201.88230895996094,0.08618266880512238,0.021149562671780586,0.05673240125179291,0.14542889595031738,0.06637806445360184
155,93.96382904052734,39.22846603393555,1.180182695388794,197.3521270751953,177.78179931640625,0.09669370204210281,0.022352205589413643,0.06162642315030098,0.14950653910636902,0.06064162775874138
178,102.57579803466797,37.3669319152832,0.1416652649641037,226.63662719726562,193.1543731689453,0.1040327325463295,0.021539732813835144,0.05995435640215874,0.14676420390605927,0.07942882925271988
158,103.10025024414062,45.21101379394531,0.8329828977584839,201.17184448242188,190.30874633789062,0.08044806867837906,0.018925517797470093,0.05482131615281105,0.13757003843784332,0.04399888589978218
167,107.22852325439453,46.48732376098633,0.9475886225700378,212.63099670410156,199.96560668945312,0.07869934290647507,0.018492938950657845,0.05248264968395233,0.1359887421131134,0.04276568442583084
169,113.13838195800781,42.721763610839844,0.6826497316360474,215.17747497558594,206.1077423095703,0.08097747713327408,0.016810355708003044,0.04999285563826561,0.12965475022792816,0.03912036865949631
173,98.3135757446289,42.313880920410156,-1.4645862579345703,220.2704315185547,188.8112335205078,0.09515951573848724,0.022789208218455315,0.060981810092926025,0.15096095204353333,0.07299578189849854
157,99.3039779663086,39.05562973022461,0.5031715631484985,199.8986053466797,186.40924072265625,0.09202813357114792,0.020271060988307,0.05677728354930878,0.14237648248672485,0.04913927987217903
158,96.54129028320312,30.99868392944336,0.3887787163257599,201.17184448242188,182.02444458007812,0.1144927516579628,0.02158445119857788,0.059924930334091187,0.1469164788722992,0.05849685147404671
153,100.65428161621094,41.090030670166016,0.8301745057106018,194.80564880371094,185.72296142578125,0.0863918662071228,0.01922813057899475,0.05574039742350578,0.13866552710533142,0.04406682029366493
175,108.17149353027344,44.01529312133789,0.43551620841026306,222.81690979003906,203.58079528808594,0.08528265357017517,0.01904243603348732,0.0530608594417572,0.13799433410167694,0.05024404078722
166,96.94923400878906,39.7948112487793,-1.2675769329071045,211.35775756835938,182.953369140625,0.09886837750673294,0.022486891597509384,0.06232139468193054,0.14995630085468292,0.06409266591072083
152,90.11622619628906,42.84873962402344,1.2094123363494873,193.53240966796875,172.12493896484375,0.0917874425649643,0.02383130043745041,0.06447121500968933,0.1543738842010498,0.0638655498623848
189,107.96852111816406,53.30125045776367,1.4777659177780151,240.6422576904297,210.3675994873047,0.07642539590597153,0.02064323052763939,0.0536678172647953,0.1436775177717209,0.06034482643008232
171,98.07121276855469,32.50839614868164,-1.49399733543396,217.7239532470703,183.8406524658203,0.11601085215806961,0.022637221962213516,0.06358034163713455,0.15045671164989471,0.09715908765792847
182,103.3102798461914,45.5714111328125,0.06007351353764534,231.72958374023438,197.88230895996094,0.0890410989522934,0.02171172946691513,0.05840732529759407,0.147349014878273,0.06852409988641739
169,109.44071960449219,49.985164642333984,0.7975797057151794,215.17747497558594,205.03668212890625,0.07312851399183273,0.01796548441052437,0.0505165159702301,0.1340353786945343,0.03999999910593033
168,98.48802185058594,48.167938232421875,1.2650402784347534,213.90423583984375,190.0244598388672,0.08255527913570404,0.022052232176065445,0.05846555531024933,0.14849993586540222,0.058171745389699936
167,91.85832214355469,43.00038528442383,-0.49642038345336914,212.63099670410156,176.40924072265625,0.09760373830795288,0.025199364870786667,0.06743474304676056,0.15874306857585907,0.05585284158587456
191,107.06298065185547,52.564029693603516,1.5668996572494507,243.18873596191406,210.1249542236328,0.07837504893541336,0.02121606469154358,0.054361067712306976,0.14565734565258026,0.06420168280601501
152,100.8822250366211,35.72578430175781,0.9451817870140076,193.53240966796875,185.13717651367188,0.09476309269666672,0.01901622861623764,0.055727068334817886,0.13789933919906616,0.04448346421122551
169,104.0928726196289,42.7545280456543,1.1322805881500244,215.17747497558594,196.7523956298828,0.08688946068286896,0.019858883693814278,0.05486008897423744,0.14092154800891876,0.05104198306798935
167,107.55799865722656,45.91147232055664,0.9746541976928711,212.63099670410156,199.37982177734375,0.07956169545650482,0.01837981678545475,0.052791494876146317,0.1355721801519394,0.04316360875964165
170,109.63201904296875,39.81516647338867,0.9786945581436157,216.45071411132812,203.9656219482422,0.0870010256767273,0.018008776009082794,0.051350515335798264,0.13419678807258606,0.04254254326224327
164,106.97808074951172,43.25432205200195,0.96363765001297,208.811279296875,197.6224822998047,0.08171400427818298,0.018245860934257507,0.052769262343645096,0.13507723808288574,0.042181070894002914
156,102.77777099609375,37.034027099609375,0.9070658087730408,198.6253662109375,189.96560668945312,0.09352517873048782,0.018803397193551064,0.054323092103004456,0.13712547719478607,0.042975205928087234
177,104.1342544555664,49.324161529541016,1.274312138557434,225.36338806152344,202.50975036621094,0.08016304671764374,0.02078242041170597,0.05423644930124283,0.14416110515594482,0.05329719930887222
194,106.68072509765625,40.46520233154297,-1.4772522449493408,247.0084686279297,203.63966369628906,0.09872773289680481,0.02170400694012642,0.058787751942873,0.14732280373573303,0.07432950288057327
175,102.01879119873047,42.25700378417969,1.3218398094177246,222.81690979003906,193.88232421875,0.09278897196054459,0.021408578380942345,0.05850210040807724,0.14631670713424683,0.06628787517547607
183,102.42752075195312,47.916404724121094,-0.18127042055130005,233.00282287597656,193.29653930664062,0.08760172128677368,0.022208943963050842,0.061547838151454926,0.14902664721012115,0.06813105195760727
180,108.55361938476562,50.64128494262695,0.41236722469329834,229.18310546875,205.580810546875,0.07692307978868484,0.01944885216653347,0.053520139306783676,0.13945914804935455,0.05050504952669144
187,111.0675277709961,44.09103012084961,0.31280720233917236,238.0957794189453,210.02444458007812,0.08787593990564346,0.019300896674394608,0.05327356979250908,0.1389276683330536,0.05722154304385185
188,106.96196746826172,46.04555130004883,0.059834327548742294,239.3690185546875,203.63966369628906,0.08797379583120346,0.020922290161252022,0.056969575583934784,0.14464539289474487,0.0705176293849945
193,110.03226470947266,44.314247131347656,-1.457884430885315,245.7352294921875,208.22544860839844,0.09048289060592651,0.020296787843108177,0.05593705177307129,0.14246679842472076,0.07074780017137527
169,97.42479705810547,43.704376220703125,1.401289701461792,215.17747497558594,187.05386352539062,0.0921483114361763,0.022670328617095947,0.06069643422961235,0.1505666822195053,0.06989247351884842
174,116.1849136352539,43.86784362792969,0.8416936993598938,221.54367065429688,211.76461791992188,0.07956103980541229,0.01641193963587284,0.048758722841739655,0.12810909748077393,0.03770314157009125
167,93.18849182128906,39.535423278808594,-1.1027600765228271,212.63099670410156,176.16659545898438,0.10411471128463745,0.024485107511281967,0.06762063503265381,0.1564771682024002,0.05796598270535469
